Day,"Campaign ID","Campaign name","Ad set ID","Ad Set Name","Ad ID","Ad name",Objective,Region,"Delivery status","Delivery level","Attribution setting",Reach,Impressions,Frequency,"Amount spent (NZD)","Link clicks","CPM (cost per 1,000 impressions)","CPC (cost per link click)","CTR (all)","Video plays at 25%","Reporting starts","Reporting ends"
2025-06-20,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Manawatu-Wanganui,inactive,ad,"7-day click or 1-day view",10,12,1.2,0.17,,14.16666667,,0,,2025-06-20,2025-06-20
2025-06-20,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Gisborne District",inactive,ad,"7-day click or 1-day view",2,2,1,0.01,,5,,0,,2025-06-20,2025-06-20
2025-06-20,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Southland,inactive,ad,"7-day click or 1-day view",3,3,1,0.02,,6.66666667,,0,,2025-06-20,2025-06-20
2025-06-20,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120227006132360154,video_ad_roshni_voice_over,LINK_CLICKS,"Auckland Region",inactive,ad,"7-day click or 1-day view",3,3,1,0.01,,3.33333333,,0,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,Canterbury,inactive,ad,"7-day click or 1-day view",18,18,1,0.14,,7.77777778,,0,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,Unknown,inactive,ad,"7-day click or 1-day view",3,3,1,0.01,,3.33333333,,0,,2025-06-20,2025-06-20
2025-06-20,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"West Coast",inactive,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,Manawatu-Wanganui,inactive,ad,"7-day click or 1-day view",6,6,1,0.01,,1.66666667,,0,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Southland,active,ad,"7-day click or 1-day view",6,6,1,0.05,,8.33333333,,0,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Bay of Plenty Region",active,ad,"7-day click or 1-day view",17,17,1,0.04,2,2.35294118,0.02,11.76470588,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Northland Region",active,ad,"7-day click or 1-day view",17,20,1.17647059,0.11,2,5.5,0.055,10,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Hawke's Bay",active,ad,"7-day click or 1-day view",10,15,1.5,0.08,1,5.33333333,0.08,6.66666667,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Canterbury,active,ad,"7-day click or 1-day view",65,71,1.09230769,0.34,5,4.78873239,0.068,7.04225352,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Auckland Region",active,ad,"7-day click or 1-day view",883,983,1.11325028,5.89,60,5.99186165,0.09816667,6.51068159,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Wellington Region",active,ad,"7-day click or 1-day view",121,135,1.11570248,0.72,10,5.33333333,0.072,8.14814815,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Waikato,active,ad,"7-day click or 1-day view",115,119,1.03478261,0.73,3,6.13445378,0.24333333,2.5210084,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Otago,active,ad,"7-day click or 1-day view",5,7,1.4,0.04,1,5.71428571,0.04,14.28571429,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Gisborne District",active,ad,"7-day click or 1-day view",3,3,1,0.02,,6.66666667,,0,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,"Hawke's Bay",inactive,ad,"7-day click or 1-day view",1,1,1,0,,0,,0,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Taranaki,active,ad,"7-day click or 1-day view",8,10,1.25,0.03,,3,,0,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Nelson Province",active,ad,"7-day click or 1-day view",3,3,1,0.03,,10,,0,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"West Coast",active,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Tasman District",active,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,Waikato,inactive,ad,"7-day click or 1-day view",11,15,1.36363636,0.14,1,9.33333333,0.14,6.66666667,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,"Auckland Region",inactive,ad,"7-day click or 1-day view",167,181,1.08383234,1.32,8,7.29281768,0.165,4.4198895,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,"Wellington Region",inactive,ad,"7-day click or 1-day view",24,28,1.16666667,0.24,1,8.57142857,0.24,7.14285714,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,"Gisborne District",inactive,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,Otago,inactive,ad,"7-day click or 1-day view",2,2,1,0.02,,10,,0,,2025-06-20,2025-06-20
2025-06-20,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Manawatu-Wanganui,active,ad,"7-day click or 1-day view",29,34,1.17241379,0.15,,4.41176471,,0,,2025-06-20,2025-06-20
2025-06-19,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Hawke's Bay",inactive,ad,"7-day click or 1-day view",1,1,1,0,,0,,0,,2025-06-19,2025-06-19
2025-06-19,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Canterbury,inactive,ad,"7-day click or 1-day view",25,25,1,0.26,,10.4,,0,,2025-06-19,2025-06-19
2025-06-19,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Wellington Region",inactive,ad,"7-day click or 1-day view",22,23,1.04545455,0.2,,8.69565217,,0,,2025-06-19,2025-06-19
2025-06-19,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,"Bay of Plenty Region",inactive,ad,"7-day click or 1-day view",9,9,1,0.08,,8.88888889,,11.11111111,,2025-06-19,2025-06-19
2025-06-19,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Otago,inactive,ad,"7-day click or 1-day view",4,4,1,0.02,,5,,0,,2025-06-19,2025-06-19
2025-06-19,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Southland,inactive,ad,"7-day click or 1-day view",2,2,1,0.02,,10,,0,,2025-06-19,2025-06-19
2025-06-19,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Auckland Region",inactive,ad,"7-day click or 1-day view",227,275,1.21145374,3.1,9,11.27272727,0.34444444,4,,2025-06-19,2025-06-19
2025-06-19,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,"West Coast",inactive,ad,"7-day click or 1-day view",1,1,1,0.02,,20,,0,,2025-06-19,2025-06-19
2025-06-19,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Waikato,inactive,ad,"7-day click or 1-day view",31,32,1.03225806,0.22,,6.875,,0,,2025-06-19,2025-06-19
2025-06-19,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Bay of Plenty Region",inactive,ad,"7-day click or 1-day view",9,9,1,0.06,,6.66666667,,0,,2025-06-19,2025-06-19
2025-06-19,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120227006132360154,video_ad_roshni_voice_over,LINK_CLICKS,"Wellington Region",inactive,ad,"7-day click or 1-day view",1,1,1,0,,0,,0,,2025-06-19,2025-06-19
2025-06-19,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Northland Region",inactive,ad,"7-day click or 1-day view",3,3,1,0.06,,20,,0,,2025-06-19,2025-06-19
2025-06-19,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Taranaki,inactive,ad,"7-day click or 1-day view",1,2,2,0.02,,10,,0,,2025-06-19,2025-06-19
2025-06-19,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,Manawatu-Wanganui,inactive,ad,"7-day click or 1-day view",6,6,1,0.1,,16.66666667,,0,,2025-06-19,2025-06-19
2025-06-19,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120223368010630154,new_stock_traffic_insta_facebook_feed,LINK_CLICKS,"Gisborne District",inactive,ad,"7-day click or 1-day view",1,1,1,0,,0,,0,,2025-06-19,2025-06-19
2025-06-19,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120227006132360154,video_ad_roshni_voice_over,LINK_CLICKS,Canterbury,inactive,ad,"7-day click or 1-day view",5,6,1.2,0.1,,16.66666667,,0,,2025-06-19,2025-06-19
2025-06-19,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120227006132360154,video_ad_roshni_voice_over,LINK_CLICKS,Waikato,inactive,ad,"7-day click or 1-day view",2,2,1,0.04,,20,,0,,2025-06-19,2025-06-19
2025-06-19,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120227006132360154,video_ad_roshni_voice_over,LINK_CLICKS,"Auckland Region",inactive,ad,"7-day click or 1-day view",31,34,1.09677419,0.35,,10.29411765,,0,,2025-06-19,2025-06-19
2025-06-19,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120227006132360154,video_ad_roshni_voice_over,LINK_CLICKS,Manawatu-Wanganui,inactive,ad,"7-day click or 1-day view",2,2,1,0.03,1,15,0.03,50,,2025-06-19,2025-06-19
2025-06-19,120223368010610154,Suits_Salwaar_new_stock_27th_April,120223368010620154,pacific_mart_nz_traffic_feed_only,120227006132360154,video_ad_roshni_voice_over,LINK_CLICKS,"Nelson Province",inactive,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-06-19,2025-06-19
2025-06-19,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,Otago,inactive,ad,"7-day click or 1-day view",2,2,1,0.01,,5,,0,,2025-06-19,2025-06-19
2025-06-19,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,"Hawke's Bay",inactive,ad,"7-day click or 1-day view",5,5,1,0.02,,4,,0,,2025-06-19,2025-06-19
2025-06-19,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,"Wellington Region",inactive,ad,"7-day click or 1-day view",19,22,1.15789474,0.13,,5.90909091,,0,,2025-06-19,2025-06-19
2025-06-19,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,"Gisborne District",inactive,ad,"7-day click or 1-day view",1,1,1,0.01,,10,,0,,2025-06-19,2025-06-19
2025-06-19,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Bay of Plenty Region",active,ad,"7-day click or 1-day view",14,14,1,0.09,,6.42857143,,0,,2025-06-19,2025-06-19
2025-06-19,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Hawke's Bay",active,ad,"7-day click or 1-day view",11,11,1,0.06,1,5.45454545,0.06,9.09090909,,2025-06-19,2025-06-19
2025-06-19,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Manawatu-Wanganui,active,ad,"7-day click or 1-day view",25,27,1.08,0.14,1,5.18518519,0.14,3.7037037,,2025-06-19,2025-06-19
2025-06-19,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"West Coast",active,ad,"7-day click or 1-day view",2,2,1,0.02,1,10,0.02,50,,2025-06-19,2025-06-19
2025-06-19,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Wellington Region",active,ad,"7-day click or 1-day view",102,116,1.1372549,0.81,6,6.98275862,0.135,5.17241379,,2025-06-19,2025-06-19
2025-06-19,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Auckland Region",active,ad,"7-day click or 1-day view",801,883,1.10237203,5.41,46,6.12684032,0.1176087,5.43601359,,2025-06-19,2025-06-19
2025-06-19,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Canterbury,active,ad,"7-day click or 1-day view",45,52,1.15555556,0.29,1,5.57692308,0.29,1.92307692,,2025-06-19,2025-06-19
2025-06-19,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Northland Region",active,ad,"7-day click or 1-day view",11,12,1.09090909,0.07,,5.83333333,,0,,2025-06-19,2025-06-19
2025-06-19,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,"Nelson Province",active,ad,"7-day click or 1-day view",2,2,1,0.01,,5,,0,,2025-06-19,2025-06-19
2025-06-19,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Southland,active,ad,"7-day click or 1-day view",4,5,1.25,0.01,,2,,0,,2025-06-19,2025-06-19
2025-06-19,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Waikato,active,ad,"7-day click or 1-day view",81,89,1.09876543,0.68,6,7.64044944,0.11333333,7.86516854,,2025-06-19,2025-06-19
2025-06-19,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Otago,active,ad,"7-day click or 1-day view",9,9,1,0.04,,4.44444444,,0,,2025-06-19,2025-06-19
2025-06-19,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,Waikato,inactive,ad,"7-day click or 1-day view",14,14,1,0.05,1,3.57142857,0.05,7.14285714,,2025-06-19,2025-06-19
2025-06-19,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227934035320154,Always_On_Expanded_ads,LINK_CLICKS,Taranaki,active,ad,"7-day click or 1-day view",9,10,1.11111111,0.05,,5,,0,,2025-06-19,2025-06-19
2025-06-19,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,Southland,inactive,ad,"7-day click or 1-day view",3,3,1,0.01,,3.33333333,,0,,2025-06-19,2025-06-19
2025-06-19,120227934035310154,Always_On_Campaign_all_Placements,120227934035330154,Always_On_Ad_Set_all_placements,120227935262190154,Always_On_Plus_Size_Suits,LINK_CLICKS,Taranaki,inactive,ad,"7-day click or 1-day view",1,1,1,0,,0,,0,,2025-06-19,2025-06-19
